dossier	nomenclature	libelle	colonnes	colonne_code	colonne_libelle	taille_ko	valeurs_embarquees
ORAVAL	IR_NAT_DTR_C	Compatibilité Nature de Prestation _ Code Affiné Transport	PRS_NAT,TRS_PRS_IDE	PRS_NAT		1	oui
ORAVAL	IR_NAT_FRF_C	Compatibilité Nature de Prestation _ Forfait transport _ Forfait Kilométrique	TRS_PRS_IDE,PRS_NAT_REF,TRS_PRS_KLM	TRS_PRS_IDE		1	oui
ORAVAL	IR_NAT_MDT_C	Compatibilité Nature de Prestation _ Mode de Traitement	MDT_COD,PRS_NAT	MDT_COD		3	oui
ORAVAL	IR_NAT_PPU_C	Compatibilite Nature de Prestation _ Code Prive Public	PPU_SEC,PRS_NAT	PPU_SEC		18	oui
ORAVAL	IR_NAT_QTE_C	Compatibilite Nature de Prestation _ Quantite Maxi	PRS_NAT_REF,NAT_QTE_MAX	PRS_NAT_REF		9	oui
ORAVAL	IR_NAT_SAN_C	Compatibilité Nature de Prestation _ Centre de Santé	PRS_NAT,SAN_CEN_COD	PRS_NAT		8	oui
ORAVAL	IR_NAT_SEJ_C		PRS_NAT_CB2,PRS_NAT_PS5,SEJ_RGP_TYP	PRS_NAT_CB2		0	oui
ORAVAL	IR_NAT_SPE_C	Compatibilite Nature de Prestation _ Specialite PS Executant	PRS_NAT,PFS_SPE_COD	PRS_NAT		124	non
ORAVAL	IR_NAT_SPP_C	Compatibilite Nature de Prestation _ Specialite PS Prescripteur	PRS_NAT,PFS_SPE_COD	PRS_NAT		136	non
ORAVAL	IR_NAT_TAU_C	Compatibilite Nature de Prestation _ Taux de Prise en charge	PRS_NAT,TAU_COD	PRS_NAT		9	oui
ORAVAL	IR_NAT_TYF_C	Compatibilité Nature de Prestation _ Type de forfait	PRS_NAT,SFJ_TYP	PRS_NAT		0	oui
ORAVAL	IR_NAT_V	Nature Prestation	PRS_NAT,PRS_NAT_STA,PRS_NAT_CB2,PRS_NAT_LIB,TDM_NAT_AFF,PRS_NAT_TDM,NAT_CPL_ACT,CCA_CPL_COD,PRN_AID_TOP,PRS_SPP_TOP,TOP_SNI,TYA_COD,CEL_TYP,TOP_PRS_SOI,PRS_NAT_RGT,TOP_TRF_OPP,PRS_NAT_TYP,PRS_NAT_OBS,TEC_COL	PRS_NAT	PRS_NAT_LIB	131	non
ORAVAL	IR_NDT_V	Nature de la dette	CGE_DET_NAT,DET_NAT_LIB,TEC_COL	CGE_DET_NAT	DET_NAT_LIB	4	oui
ORAVAL	IR_NEM_T	Numéros d'émetteurs restitution	TYT_COD,EMT_NUM_RES,EMT_LIB_RES,TEC_COL	TYT_COD		0	oui
ORAVAL	IR_NEM_V	Numéros d'émetteurs	TYT_COD,EMT_NUM,EMT_NUM_LIB,TEC_COL	TYT_COD	EMT_NUM_LIB	2	oui
ORAVAL	IR_NEX_V	Nature d'Exercice d'un PS	PFS_EXC_NAT,EXC_NAT_LIB,TEC_COL	PFS_EXC_NAT	EXC_NAT_LIB	0	oui
ORAVAL	IR_NFS_V	Nature fin de séjour	NFS_NAT_COD,NFS_NAT_LIB,TEC_COL	NFS_NAT_COD	NFS_NAT_LIB	0	oui
ORAVAL	IR_NGC_V	Numéro de gestion Comptable	GES_GRG_COD,GES_CPT_COD,GES_CPT_NUM,TEC_COL	GES_GRG_COD		5	oui
ORAVAL	IR_NIR_V	Codes indicateurs NIR	BEN_NIR_COD,BEN_NIR_LIB,TOP_NIR_SNI,TEC_COL	BEN_NIR_COD	BEN_NIR_LIB	7	oui
ORAVAL	IR_NMD_V	Nomenclature Médicale	MED_NCL_IDT,MED_NCL_LIB,TEC_COL	MED_NCL_IDT	MED_NCL_LIB	0	oui
ORAVAL	IR_NPS_V	Notion de parcours de soin	NPS_PAR_COD,NPS_PAR_LIB,TEC_COL	NPS_PAR_COD	NPS_PAR_LIB	0	oui
ORAVAL	IR_OBS_V	Code Observation	BDG_OBS_COD,BDG_OBS_LIB,TEC_COL	BDG_OBS_COD	BDG_OBS_LIB	0	oui
ORAVAL	IR_OPL_V	Nature d'opération de liquidation	DCT_OPL_NAT,OPL_NAT_LIB,TEC_COL	DCT_OPL_NAT	OPL_NAT_LIB	0	oui
ORAVAL	IR_OPR_V	Nature des Opérations de Récupération	CGE_OPR_NAT,OPR_NAT_LIB,TEC_COL	CGE_OPR_NAT	OPR_NAT_LIB	0	oui
ORAVAL	IR_ORG_V	organismes	ORG_NUM,ORG_GRG_COD,CTI_NUM,CTI_INF_NUM,CRA_COD,URC_ARH_COD,SLM_NUM,ORG_BSE_NUM,ORG_ORG_TYP,GEO_DPT_COD,GEO_COM_COD,ORG_ACO_COD,ORG_SLM_CLM,ORG_UGE_COD,ORG_SIR_NUM,ORG_CAI_NUM,GDP_NV0_COD,GDP_NV1_COD,GDP_NV2_COD,ORG_TOP_INF,TEC_COL	ORG_NUM		4013	non
ORAVAL	IR_ORI_V	origine de la saisie ou de la mise à jour de la déclaration de médecin traitant	MTT_ORI_COD,MTT_ORI_LIB,TEC_COL	MTT_ORI_COD	MTT_ORI_LIB	0	oui
ORAVAL	IR_PAF_V	Participation forfaitaire	PRS_PPF_COD,PRS_PPF_LIB,TEC_COL	PRS_PPF_COD	PRS_PPF_LIB	0	oui
ORAVAL	IR_PAY_V	Pays	GEO_PAY_COD,GEO_PAY_LIB,TEC_COL	GEO_PAY_COD	GEO_PAY_LIB	0	oui
ORAVAL	IR_PCT_V	Périodes comptables	CPT_DEP_PER,CPT_DEP_LIB,CPT_DEP_EXC,TEC_COL	CPT_DEP_PER	CPT_DEP_LIB	3	oui
ORAVAL	IR_PEL_V	"""Indicateur """"Prescription en ligne"""""""	PEL_COD,PEL_LIB,TEC_COL	PEL_COD	PEL_LIB	0	oui
ORAVAL	IR_PEN_V	type de pension	PEN_TYP_COD,PEN_TYP_LIB,TEC_COL	PEN_TYP_COD	PEN_TYP_LIB	0	oui
ORAVAL	IR_PNE_V	Prestation en Nature / Espèce et Autre	PRS_NAT_PNE,NAT_PNE_LIB,TEC_COL	PRS_NAT_PNE	NAT_PNE_LIB	0	oui
ORAVAL	IR_POS_V	Code Postal	GEO_DPT_COD,GEO_COM_COD,GEO_POS_COD,TEC_COL	GEO_POS_COD		618	non
ORAVAL	IR_PPU_V	Secteur d'Activité (Prive / Public)	PPU_SEC,PPU_SEC_LIB,TEC_COL	PPU_SEC	PPU_SEC_LIB	0	oui
ORAVAL	IR_PRF_V	Type de Prestation Fournie (Dispositifs Médicaux)	TIP_PRS_TYP,TIP_PRS_LIB,TEC_COL	TIP_PRS_TYP	TIP_PRS_LIB	0	oui
ORAVAL	IR_PRO_V	Contexte Professionnel de Santé	PRO_COD,PRO_LIB,TEC_COL	PRO_COD	PRO_LIB	4	oui
ORAVAL	IR_PRS_CAF_C		PRS_NAT,PRS_AFF_TYP	PRS_NAT		0	oui
ORAVAL	IR_PRS_EXE_C		PRS_NAT_CT1,PRS_NAT_CT2	PRS_NAT_CT1		0	oui
ORAVAL	IR_PRS_OBL_C		PRS_NAT_CT1,PRS_NAT_CT2	PRS_NAT_CT1		0	oui
ORAVAL	IR_QBA_V	Qualité de Bénéficiaire Affinée	BEN_QAF_COD,BEN_QLT_COD,BEN_QAF_LIB,BEN_QLT_CB2,TEC_COL	BEN_QAF_COD	BEN_QAF_LIB	0	oui
ORAVAL	IR_QPE_V	Table des qualificatifs de parcours de soin (entrée)	QPE_QPE_COD,QPE_MOD_COD,QPE_COD_LIB,QPE_NPS_COD,TEC_COL	QPE_QPE_COD	QPE_COD_LIB	0	oui
ORAVAL	IR_QPS_V	Table des qualificatifs de parcours de soin (sortie)	QPS_QPS_COD,QPS_MOD_COD,QPS_COD_LIB,QPS_NPS_COD,TEC_COL	QPS_QPS_COD	QPS_COD_LIB	1	oui
ORAVAL	IR_RAN_V	Regroupement type anomalie	RAN_COD,RAN_LIB,TEC_COL	RAN_COD	RAN_LIB	0	oui
ORAVAL	IR_REF_V	Medecin référent	REF_REF_COD,REF_REF_LIB,TEC_COL	REF_REF_COD	REF_REF_LIB	0	oui
ORAVAL	IR_REG_V	Région ( anciens et nouveaux libellés )	GEO_REG_COD,GEO_PAY_COD,GEO_REG_LIB,TEC_COL	GEO_REG_COD	GEO_REG_LIB	0	oui
ORAVAL	IR_REK_V	Indicateurs Référentiel EP Kiné	PRS_REF_KIN,PRS_REF_LIB,TEC_COL	PRS_REF_KIN	PRS_REF_LIB	0	oui
ORAVAL	IR_REN_V	type de Renouvellement	REN_COD,REN_LIB,TEC_COL	REN_COD	REN_LIB	0	oui
ORAVAL	IR_RGM_ASU_C	Compatibilité Régime d'Affiliation _ Nature d'Assurance	ASU_NAT,RGM_GRG_COD,RGM_COD	ASU_NAT		80	non
ORAVAL	IR_RGM_BEQ_C	Compatibilité Régime d'Affiliation _ Qualité de Bénéficiaire	BEN_QLT_COD,RGM_GRG_COD,RGM_COD	BEN_QLT_COD		37	oui
ORAVAL	IR_RGM_V	Petit Régime d'Affiliation	RGM_GRG_COD,RGM_COD,RGM_LIB,RGM_COM,TOP_CPI,TEC_COL	RGM_GRG_COD	RGM_LIB	154	non
ORAVAL	IR_RGP_V	type de regroupement de séjour dans le cadre du projet T2A SSR	SEJ_RGP_TYP,SEJ_RGP_LIB,TEC_COL	SEJ_RGP_TYP	SEJ_RGP_LIB	0	oui
ORAVAL	IR_RGT_V	Regroupement de prestations	PRS_NAT_RGT,NAT_RGT_LIB,TEC_COL	PRS_NAT_RGT	NAT_RGT_LIB	2	oui
ORAVAL	IR_RGU_V	Sens de la régularisation	DCT_RGU_SNS,RGU_SNS_LIB,TEC_COL	DCT_RGU_SNS	RGU_SNS_LIB	0	oui
ORAVAL	IR_RNM_V	indicateur du RNIAM	RNM_RNM_COD,RNM_RNM_LIB,TEC_COL	RNM_RNM_COD	RNM_RNM_LIB	1	oui
ORAVAL	IR_RP1_V	Regroupement HPHE Détaillé Honoraires Spécialistes et Auxiliaires	PRS_RP1_COD,PRS_RP2_COD,PRS_RP1_LIB,PRS_NAT_TDM,PFS_SPE_POS,PFS_SPE_COD,PFS_ACT_NAT,DDP_GDE_COD,MFT_COD,ETE_STJ_COD,ETE_CAT_RG1,TEC_COL	PRS_RP1_COD	PRS_RP1_LIB	6	oui
ORAVAL	IR_RP2_V	Regroupement HPHE Détaillé Honoraires Auxiliaires	PRS_RP2_COD,PRS_RP3_COD,PRS_RP2_LIB,TEC_COL	PRS_RP2_COD	PRS_RP2_LIB	0	oui
ORAVAL	IR_RP3_V	Regroupement Hono Presc Hospit Espece (HPHE)	PRS_RP3_COD,PRS_RP3_LIB,TEC_COL	PRS_RP3_COD	PRS_RP3_LIB	0	oui
ORAVAL	IR_RRG_V	Regroupement de régimes	RRG_COD,RRG_LIB,TEC_COL	RRG_COD	RRG_LIB	0	oui
ORAVAL	IR_RSM_V	Table des codes ERSM	RSM_COD,RSM_COD_LIB,TEC_COL	RSM_COD	RSM_COD_LIB	0	oui
ORAVAL	IR_RVL_V	Nature de la revalorisation (IJ)	IJR_RVL_NAT,RVL_NAT_LIB,TEC_COL	IJR_RVL_NAT	RVL_NAT_LIB	0	oui
ORAVAL	IR_SAF_V	Type de Saisie Affinée ou Support d'Entrée	SAF_GRG_COD,DCT_ENT_SUP,DCT_ENT_CB2,DCT_ENT_LIB,DCT_GRG_LIB,TEC_COL	SAF_GRG_COD	DCT_ENT_LIB	40	oui
ORAVAL	IR_SAI_V	Type de Saisie ou Système a l'Origine du Mouvement	DCT_MVT_SYS,DCT_MVT_LIB,TEC_COL	DCT_MVT_SYS	DCT_MVT_LIB	0	oui
ORAVAL	IR_SAN_V	Centre de Santé	SAN_CEN_COD,SAN_CEN_LIB,TEC_COL	SAN_CEN_COD	SAN_CEN_LIB	0	oui
ORAVAL	IR_SAT_V	Motif de suppression de la rente AT	RAT_SUP_MTF,RAT_SUP_LIB,TEC_COL	RAT_SUP_MTF	RAT_SUP_LIB	0	oui
ORAVAL	IR_SEQ_V	Séquence de renouvellement	PHA_SEQ_RNV,PHA_SEQ_LIB,TEC_COL	PHA_SEQ_RNV	PHA_SEQ_LIB	2	oui
ORAVAL	IR_SEX_V	Sexe	SEX_COD,SEX_LIB,TEC_COL	SEX_COD	SEX_LIB	0	oui
ORAVAL	IR_SFJ_V	Type de supplément forfait	SFJ_TYP,SFJ_LIB,TEC_COL	SFJ_TYP	SFJ_LIB	0	oui
ORAVAL	IR_SGN_V	Signe du Mouvement	CPT_MVT_SGN,MVT_SGN_LIB,TEC_COL	CPT_MVT_SGN	MVT_SGN_LIB	0	oui
ORAVAL	IR_SJE_V	Statut juridique d'établissement	ETB_STJ_COD,ETB_STJ_LIB,TEC_COL	ETB_STJ_COD	ETB_STJ_LIB	3	oui
ORAVAL	IR_SJP_V	Statut Juridique ou Mode d'exercice d'un PS	PFS_STJ_COD,PFS_STJ_LIB,PFS_EXC_TYP,PFS_EXC_LIB,SJP_RGT,TEC_COL	PFS_STJ_COD	PFS_STJ_LIB	0	oui
ORAVAL	IR_SL2_V	RGT Mutuelles affiliées	SLM_RGT2,SLM_LIB_RG2,TEC_COL	SLM_RGT2		0	oui
ORAVAL	IR_SLG_V	Regroupement SLM	SLM_RGT,SLM_RGT_LIB,TEC_COL	SLM_RGT	SLM_RGT_LIB	0	oui
ORAVAL	IR_SLM_V	Section Locale Mutualiste (SLM)	SLM_NUM,SLM_LIB,SLM_RGT,SLM_RGT2,TEC_COL	SLM_NUM	SLM_LIB	3	oui
ORAVAL	IR_SNS_V	Sens du Mouvement	CPT_MVT_SNS,MVT_SNS_LIB,TEC_COL	CPT_MVT_SNS	MVT_SNS_LIB	0	oui
ORAVAL	IR_SOP_V	Sortie / Présence	BDG_SOP_COD,BDG_SOP_LIB,TEC_COL	BDG_SOP_COD	BDG_SOP_LIB	0	oui
ORAVAL	IR_SPA_D	regroupement de spécialités médicales et nature d'activité	PFS_SPA_COD,PFS_SPA_LIB	PFS_SPA_COD	PFS_SPA_LIB	2	oui
ORAVAL	IR_SPD_V	Spécialité de Discipline	DDP_SPE_COD,DDP_SPE_LIB,TEC_COL	DDP_SPE_COD	DDP_SPE_LIB	1	oui
